series title,series number,series dates,subseries number,subseries title,subseries dates,file id,file title,file dates,extent,physdesc,internal only,restrictions,conditions governing access,scopecontent,note1,note2,instance type,container 1 type,container 1 number,container 2 type,container 2 number,container 3 type,container 3 number,geogname,geogname_source,corpname,corpname_source,famname,famname_source,name,name_source,persname,persname_source,subject,subject_source
Personal papers,I,,I.9,,1961-1965,,File 2 WR: 1961-1965 Wiess Mrs. Harry C. (Olga),1961-1965 ,,,,,,,,,Microform,Reel,74,Box,I 242,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 3 WR: 1961-1965 Winrock Center - Albuquerque,1961-1965 ,,,,,,,,,Microform,Reel,74,Box,I 242,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 1 WR: 1961-1965 Winrock Enterprises - Financial Statements,1961-1965 ,,,,,,,,,Microform,Reel,74,Box,I 243,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 2 WR: 1961-1965 Winrock Enterprises - General Correspondence,1961-1965 ,,,,,,,,,Microform,Reel,74,Box,I 243,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 1 WR: 1961-1965 Winrock Enterprises - Meetings - Board of Directors,1961-1965 ,,,,,,,,,Microform,Reel,75,Box,I 244,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 2 WR: 1961-1965 Winrock Enterprises - Meetings - Executive Committee,1961-1965 ,,,,,,,,,Microform,Reel,75,Box,I 244,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 3 WR: 1961-1965 Winrock Enterprises - Meetings Stockholders,1961-1965 ,,,,,,,,,Microform,Reel,75,Box,I 244,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 1 WR: 1961-1965 Winrock Farms - Brochures,1961-1965 ,,,,,,,,,Microform,Reel,75,Box,I 245,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 2 WR: 1963-1965 Winrock Farms - Employee Credit Union,1963-1965 ,,,,,,,,,Microform,Reel,75,Box,I 245,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 3 WR: 1965 Winrock Farms - Financial Statements,1965 ,,,,,,,,,Microform,Reel,75,Box,I 245,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 4 WR: 1961-1965 Winrock Farms - General,1961-1965 ,,,,,,,,,Microform,Reel,75,Box,I 245,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 5 WR: 1961-1965 Winrock Farms - Newspaper Clippings,1961-1965 ,,,,,,,,,Microform,Reel,75,Box,I 245,Folder,5,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 1 WR: 1961-1965 Winrock Farms - Operating Committee,1961-1965 ,,,,,,,,,Microform,Reel,75,Box,I 246,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 2 WR: March 1961 Winrock Farms - Organization Manual,1961 ,,,,,,,,,Microform,Reel,75,Box,I 246,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 3 WR: 1964-1965 Winrock Farms - Recreation Center,1964-1965 ,,,,,,,,,Microform,Reel,75,Box,I 246,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 4 WR: 1961-1965 Winrock Farms - James R. Smith,1961-1965 ,,,,,,,,,Microform,Reel,75,Box,I 246,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 1 WR: 1961-1965 Winrock Farms - Floyd R. Trafford,1961-1965 ,,,,,,,,,Microform,Reel,75,Box,I 247,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 2 WR: 1961-1965 Winrock Grass Farm - Financial Statement,1961-1965 ,,,,,,,,,Microform,Reel,75,Box,I 247,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 3 WR: 1962-1965 Winrock Grass Farm - General Correspondence,1962-1965 ,,,,,,,,,Microform,Reel,75,Box,I 247,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 4 WR: 1961-1964 Winrock News Letter,1961-1964 ,,,,,,,,,Microform,Reel,75,Box,I 247,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 5 WR: 1961-1965 Wirges Gene H.,1961-1965 ,,,,,,,,,Microform,Reel,76,Box,I 247,Folder,5,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 1 WR: 1964 Wynnewood Gardens,1964 ,,,,,,,,,Microform,Reel,76,Box,I 248,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,"File 2 WR: 1961-1965 ""W"" Business and General Correspondence",1961-1965 ,,,,,,,,,Microform,Reel,76,Box,I 248,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,"File 3 WR: 1961-1965 ""W"" Fan Mail",1961-1965 ,,,,,,,,,Microform,Reel,76,Box,I 248,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,"File 4 WR: 1961-1965 ""W"" Personal Correspondence",1961-1965 ,,,,,,,,,Microform,Reel,76,Box,I 248,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,"File 1 WR: 1961-1965 ""X"" Business and General Correspondence",1961-1965 ,,,,,,,,,Microform,Reel,76,Box,I 249,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 2 WR: 1961-1965 Yale University,1961-1965 ,,,,,,,,,Microform,Reel,76,Box,I 249,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,"File 3 WR: 1961-1965 ""Y"" Business and General Correspondence",1961-1965 ,,,,,,,,,Microform,Reel,76,Box,I 249,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,"File 4 WR: 1961-1965 ""Y"" Fan Mail",1961-1965 ,,,,,,,,,Microform,Reel,76,Box,I 249,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,"File 5 WR: 1961-1965 ""Y"" Personal Correspondence",1961-1965 ,,,,,,,,,Microform,Reel,76,Box,I 249,Folder,5,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,"File 6 WR: 1961-1965 ""Z"" Business and General Correspondence",1961-1965 ,,,,,,,,,Microform,Reel,76,Box,I 249,Folder,6,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,"File 7 WR: 1961-1965 ""Z"" Personal Correspondence",1961-1965 ,,,,,,,,,Microform,Reel,76,Box,I 249,Folder,7,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 1 WR: 1966-1970 Adkisson G. W. (Mr. and Mrs. and Family).,1966-1970 ,,,,,,,,,Microform,Reel,76,Box,I 254,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 2 WR: 1966 Agricultural Representatives Luncheon - Winrock Farms,1966 ,,,,,,,,,Microform,Reel,76,Box,I 254,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 3 WR: 1966-1967-1968 Agriculture U.S.A.,1966-1968 ,,,,,,,,,Microform,Reel,76,Box,I 254,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 4 WR: 1968 American Foundation of Religion and Psychiatry,1968 ,,,,,,,,,Microform,Reel,76,Box,I 254,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 5 WR: 1966-1970 Applications for Jobs,1966-1970 ,,,,,,,,,Microform,Reel,76,Box,I 254,Folder,5,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 6 WR: 1966-1970 Appointments by Governor Rockefeller,1966-1970 ,,,,,,,,,Microform,Reel,76,Box,I 254,Folder,6,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 7 WR: 1966-1970 Archives,1966-1970 ,,,,,,,,,Microform,Reel,76,Box,I 254,Folder,7,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 1 WR: 1967 - Oct. 19-21 Arkansans-at-Large,1967,,,,,,,,,Microform,Reel,77,Box,I 255,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 2 WR: 1969 Arkansans-at-Large (Postponed),1969 ,,,,,,,,,Microform,Reel,77,Box,I 255,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 1 WR: 1966-1970 Arkansas Arts Center,1966-1970 ,,,,,,,,,Microform,Reel,77,Box,I 256,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 2 WR: 1966-1970 Arkansas Careers Inc.,1966-1970 ,,,,,,,,,Microform,Reel,77,Box,I 256,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 3 WR: 1966-1970 Arkansas College,1966-1970 ,,,,,,,,,Microform,Reel,77,Box,I 256,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 4 WR: 3-14-1966 Arkansas Educators Dinner - Winrock Farms,1966,,,,,,,,,Microform,Reel,77,Box,I 256,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 5 WR: 1966-1970 Arkansas Foundation of Assoc. Colleges,1966-1970 ,,,,,,,,,Microform,Reel,77,Box,I 256,Folder,5,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 1 WR: 1966-1967 (Folder #1 of 2 1966-1967) Arkansas Historic Preservation Program,1966-1967,,,,,,,,,Microform,Reel,77,Box,I 257,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 2 WR: 1968-1970 Arkansas Historic Preservation Program,1968-1970 ,,,,,,,,,Microform,Reel,77,Box,I 257,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 3 WR: 1966-1970 AIDC - General Correspondence,1966-1970 ,,,,,,,,,Microform,Reel,77,Box,I 257,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 4 WR: 1966-1970 Arkansas Livestock Exposition,1966-1970 ,,,,,,,,,Microform,Reel,77,Box,I 257,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 5 WR: 1966-1970 Arkansas Opportunity Fund,1966-1970 ,,,,,,,,,Microform,Reel,77,Box,I 257,Folder,5,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 6 WR: Arkansas State Constitution (new) 1970,1970,,,,,,,,,Microform,Reel,77,Box,I 257,Folder,6,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 1 WR: 1966-1970 Articles for Publication Info on a proposed WR book to be published by Doubleday,1966-1970 ,,,,,,,,,Microform,Reel,77,Box,I 258,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 2 WR: 1966-1970 Awards and Citations (includes certificates of appreciation and membership),1966-1970 ,,,,,,,,,Microform,Reel,77,Box,I 258,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,"File 3 WR: 1966-1970 ""A"" General Correspondence",1966-1970 ,,,,,,,,,Microform,Reel,77,Box,I 258,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 4 WR: 1966-1970 General Correspondence A-Al,1966-1970 ,,,,,,,,,Microform,Reel,78,Box,I 258,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,"File 5 WR: 1966-1970 General Correspondence ""Am""",1966-1970 ,,,,,,,,,Microform,Reel,78,Box,I 258,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,"File 1 WR: 1966-1970 General Correspondence ""An-Ari""",1966-1970 ,,,,,,,,,Microform,Reel,78,Box,I 259,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,"File 2 WR: 1966-1970 General Correspondence ""Ark""",1966-1970 ,,,,,,,,,Microform,Reel,78,Box,I 259,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,"File 3 WR: 1966-1970 General Correspondence ""Arm-Az""",1966-1970 ,,,,,,,,,Microform,Reel,78,Box,I 259,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 1 WR: 1966-1970 Bartley Anne,1966-1970 ,,,,,,,,,Microform,Reel,78,Box,I 260,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 2 WR: 1966-1970 Bartley Bruce,1966-1970 ,,,,,,,,,Microform,Reel,78,Box,I 260,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 3 WR: 1966-1970 (Henry) Kate Berry,1966-1970 ,,,,,,,,,Microform,Reel,78,Box,I 260,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 4 WR: 1966-1970 Biographical Material,1966-1970 ,,,,,,,,,Microform,Reel,78,Box,I 260,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 5 WR: 1966-1970 Birthday Greetings,1966-1970 ,,,,,,,,,Microform,Reel,78,Box,I 260,Folder,5,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 1 WR: January 1966 S.A. Trip - (Bolivia and Peru) (Mr. and Mrs. Rockefeller),1966 ,,,,,,,,,Microform,Reel,79,Box,I 261,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 2 WR: 1967-1970 Business,1967-1970 ,,,,,,,,,Microform,Reel,79,Box,I 261,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,"File 1 WR: 1966-1970 General Correspondence ""Ba""",1966-1970 ,,,,,,,,,Microform,Reel,79,Box,I 262,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,"File 2 WR: 1966-1970 General Correspondence ""Be-Bi""",1966-1970 ,,,,,,,,,Microform,Reel,79,Box,I 262,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,"File 3 WR: 1966-1970 General Correspondence ""Bl""",1966-1970 ,,,,,,,,,Microform,Reel,79,Box,I 262,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,"File 4 WR: 1966-1970 General Correspondence ""Bo-Bor""",1966-1970 ,,,,,,,,,Microform,Reel,79,Box,I 262,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,"File 1 WR: 1966-1970 ""B"" General Correspondence",1966-1970 ,,,,,,,,,Microform,Reel,79,Box,I 263,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,"File 2 WR: 1966-1970 General Correspondence ""Bos""",1966-1970 ,,,,,,,,,Microform,Reel,79,Box,I 263,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,"File 3 WR: 1966-1970 General Correspondence ""Br""",1966-1970 ,,,,,,,,,Microform,Reel,79,Box,I 263,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,"File 4 WR: 1966-1970 General Correspondence ""Bu-By""",1966-1970 ,,,,,,,,,Microform,Reel,79,Box,I 263,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 1 WR: 1966-1970 (Edith Whiteley's and WR's) Calendar,1966-1970 ,,,,,,,,,Microform,Reel,79,Box,I 264,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 2 WR: 1966-1970 (Jane Bartlett) Calendar,1966-1970 ,,,,,,,,,Microform,Reel,80,Box,I 264,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 1 WR: 1970 Campaign Letters re- Election,1970 ,,,,,,,,,Microform,Reel,80,Box,I 265,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 2 WR: 1966 1967 Cartoons (Folder #1 of 2),"1966, 1967 ",,,,,,,,,Microform,Reel,80,Box,I 265,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 3 WR: 1968 1969 1970 Cartoons (Folder #2 of 2),"1968, 1969, 1970 ",,,,,,,,,Microform,Reel,80,Box,I 265,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 1 WR: 1966-1970 Cattle - Dr. W. T. Berry,1966-1970 ,,,,,,,,,Microform,Reel,80,Box,I 266,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 2 WR: 1966-1970 Cattle - (Magazine and) Newspaper Clippings,1966-1970 ,,,,,,,,,Microform,Reel,80,Box,I 266,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 3 WR: 1966-1970 Cattle - General Correspondence,1966-1970 ,,,,,,,,,Microform,Reel,80,Box,I 266,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 4 WR: 1967 1970 Cattle - Winrock Santa Gertrudis Sale,"1967, 1970 ",,,,,,,,,Microform,Reel,80,Box,I 266,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 1 WR: 1969 1970 Cherry Francis A. (Mrs.),"1969, 1970 ",,,,,,,,,Microform,Reel,80,Box,I 267,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 2 WR: 1966-1970 Christison Muriel,1966-1970 ,,,,,,,,,Microform,Reel,80,Box,I 267,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 3 WR: 1970 Christmas Cards (from V.I.P's and Family),1970 ,,,,,,,,,Microform,Reel,80,Box,I 267,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 1 WR: 1967-1970 Citizens' Advisory Committee,1967-1970 ,,,,,,,,,Microform,Reel,80,Box,I 270,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 2 WR: 1966-1970 College of the Ozarks,1966-1970 ,,,,,,,,,Microform,Reel,80,Box,I 270,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 3 WR: 1966-1970 #1 Colonial Williamsburg (and Restoration) - General Correspondence,1966-1970 ,,,,,,,,,Microform,Reel,80,Box,I 270,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 1 WR: #2 1966-1970 Colonial Williamsburg and Williamsburg Restoration - General Correspondence,1966-1970 ,,,,,,,,,Microform,Reel,80,Box,I 271,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 2 WR: 1966-1970 #3 Colonial Williamsburg and Williamsburg Restoration - General Correspondence,1966-1970 ,,,,,,,,,Microform,Reel,81,Box,I 271,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 3 WR: 1966-1970 #4 Colonial Williamsburg (and Restoration) - General Correspondence,1966-1970 ,,,,,,,,,Microform,Reel,81,Box,I 271,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 1 1968-1970 Colonial Williamsburg Foundation - Printed Material,1968-1970 ,,,,,,,,,Microform,Reel,81,Box,I 272,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 1 WR: 1966-1970 Commencement Announcements,1966-1970 ,,,,,,,,,Microform,Reel,81,Box,I 273,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 2 WR: 1966-1970 Contributions (Philanthropic),1966-1970 ,,,,,,,,,Microform,Reel,81,Box,I 273,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 3 WR: Controlled Environment - Food Technology Seminar Winrock Farm - July 25- 27 1969,1969,,,,,,,,,Microform,Reel,81,Box,I 273,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 4 WR: 1966-1970 Crank Letters (for Gene Young's and Karl Thomas' info.),1966-1970 ,,,,,,,,,Microform,Reel,81,Box,I 273,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 5 WR: 1966-1970 Crank Letters - Anonymous,1966-1970 ,,,,,,,,,Microform,Reel,81,Box,I 273,Folder,5,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,"File 6 WR: 1966-1970 Crank Letters ""A""-""B""",1966-1970 ,,,,,,,,,Microform,Reel,81,Box,I 273,Folder,6,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,"File 7 WR: 1966-1970 Crank Letters ""C"" #2 Folder",1966-1970 ,,,,,,,,,Microform,Reel,81,Box,I 273,Folder,7,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 1 WR: 1968-1970 Crank Letters - Cramer Miss H. (#2A Folder),1968-1970 ,,,,,,,,,Microform,Reel,81,Box,I 274,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,"File 2 WR: 1966-1970 Crank Letters ""D""-""G"" #3 Folder",1966-1970 ,,,,,,,,,Microform,Reel,82,Box,I 274,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 1 WR: 1970 Crank Letters - Flora Marie Ernst #3A Folder,1970 ,,,,,,,,,Microform,Reel,82,Box,I 275,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,"File 2 WR: 1966-1970 Crank Letters ""H"" #4 Folder",1966-1970 ,,,,,,,,,Microform,Reel,82,Box,I 275,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 3 WR: 1966-1968 Crank Letters - Rosa Ann Hunt #4A Folder,1966-1968 ,,,,,,,,,Microform,Reel,82,Box,I 275,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,"File 4 WR: 1966-1970 Crank Letters - ""J""-""L"" #5 Folder",1966-1970 ,,,,,,,,,Microform,Reel,82,Box,I 275,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,"File 5 WR: 1966-1970 Crank Letters - ""M""-""O"" #6 Folder",1966-1970 ,,,,,,,,,Microform,Reel,82,Box,I 275,Folder,5,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,"File 1 WR: 1966-1970 Crank Letters (Folder #7) ""P""-""S""",1966-1970 ,,,,,,,,,Microform,Reel,82,Box,I 276,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 2 WR: 1966-1970 CRANK Nora Rodman (Folder 7A),1966-1970 ,,,,,,,,,Microform,Reel,82,Box,I 276,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 3 WR: 1969 1970 Crank Letters (Rudisell Boni Mai),"1969, 1970 ",,,,,,,,,Microform,Reel,82,Box,I 276,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,"File 1 WR: 1966-1970 Crank Letters ""T""-""XYZ"" #8 Folder",1966-1970 ,,,,,,,,,Microform,Reel,83,Box,I 277,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 2 WR: 1966-1970 Crank - Mittie C. Walters (Folder #8A),1966-1970 ,,,,,,,,,Microform,Reel,83,Box,I 277,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 3 WR: 1966-1970 Crank Letters (Wherry Charles D.),1966-1970 ,,,,,,,,,Microform,Reel,83,Box,I 277,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 1 WR: 1969 1970 Crank Letters (White Jean C.) 1 of 2 Folders,"1969, 1970 ",,,,,,,,,Microform,Reel,83,Box,I 278,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 2 WR: 1966-1968 Crank Letters (White Jean C.) 2 of 2 Folders,1966-1968 ,,,,,,,,,Microform,Reel,83,Box,I 278,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,"File 1 WR: 1966-1970 ""C"" General Correspondence",1966-1970 ,,,,,,,,,Microform,Reel,83,Box,I 279,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,"File 2 WR: 1966-1970 General Correspondence ""Ca""",1966-1970 ,,,,,,,,,Microform,Reel,83,Box,I 279,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,"File 3 WR: 1966-1970 General Correspondence ""Ca-Ci""",1966-1970 ,,,,,,,,,Microform,Reel,83,Box,I 279,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,"File 4 WR: 1966-1970 General Correspondence ""Cl-Col""",1966-1970 ,,,,,,,,,Microform,Reel,83,Box,I 279,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,"File 5 WR: 1966-1970 General Correspondence ""Com-Cou""",1966-1970 ,,,,,,,,,Microform,Reel,83,Box,I 279,Folder,5,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,"File 1 WR: 1966-1970 General Correspondence ""Cow-Cu""",1966-1970 ,,,,,,,,,Microform,Reel,83,Box,I 280,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 2 WR: 1966-1970 Dawn Hill,1966-1970 ,,,,,,,,,Microform,Reel,84,Box,I 280,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.10,Bartlett - Whitley Files,1966-1970,,File 3 WR: 1968-1969-1970 Donahey Helen,1968-1970 ,,,,,,,,,Microform,Reel,84,Box,I 280,Folder,3,,,,,,,,,,,,
